ekg	sec
1.21021300363	0.0
0.537885019807	0.00363636363636
0.375626533291	0.00727272727273
0.431502128053	0.0109090909091
0.616961383778	0.0145454545455
0.678656836321	0.0181818181818
0.528645235431	0.0218181818182
-0.149056911441	0.0254545454545
-0.1793340538	0.0290909090909
0.200847157757	0.0327272727273
0.205929563594	0.0363636363636
0.0362325938972	0.04
-0.130434072769	0.0436363636364
-0.284979527315	0.0472727272727
-0.227403769739	0.0509090909091
-0.191040133375	0.0545454545455
-0.13649467883	0.0581818181818
-0.172858315194	0.0618181818182
-0.215282557618	0.0654545454545
-0.263767406103	0.0690909090909
-0.366797709133	0.0727272727273
-0.4334643758	0.0763636363636
-0.506191648527	0.08
-0.413679789301	0.0836363636364
-0.301733810783	0.0872727272727
-0.278773827109	0.0909090909091
-0.682810092685	0.0945454545455
-0.755705239996	0.0981818181818
0.360527856051	0.101818181818
0.305389190346	0.105454545455
-0.148232583847	0.109090909091
-0.442589544275	0.112727272727
-0.560679584001	0.116363636364
-0.0302176118614	0.12
0.0483538060185	0.123636363636
0.0271416848063	0.127272727273
0.00592956359421	0.130909090909
0.0119901696548	0.134545454545
0.0301719878366	0.138181818182
0.0422931999578	0.141818181818
0.0119901696548	0.145454545455
-0.0213431636785	0.149090909091
-0.0698280121634	0.152727272727
-0.115282557618	0.156363636364
-0.080989081908	0.16
0.520506690903	0.163636363636
0.481687139352	0.167272727273
0.357444715109	0.170909090909
0.26350532117	0.174545454545
0.233202290867	0.178181818182
0.287747745412	0.181818181818
0.399868957534	0.185454545455
0.439262896928	0.189090909091
0.328267875896	0.192727272727
-0.31936633157	0.196363636364
0.145895502018	0.2
0.06350532117	0.203636363636
-0.118312860648	0.207272727273
-0.303161345497	0.210909090909
-0.406191648527	0.214545454545
-0.33649467883	0.218181818182
-0.230434072769	0.221818181818
-0.169828012163	0.225454545455
-0.257706800042	0.229090909091
-0.327403769739	0.232727272727
-0.342555284891	0.236363636364
-0.400131042466	0.24
-0.488009830345	0.243636363636
-0.421343163679	0.247272727273
-0.3334643758	0.250909090909
-0.32551812354	0.254545454545
-0.699282890281	0.258181818182
-0.818312860648	0.261818181818
-0.703161345497	0.265454545455
-0.478152515265	0.269090909091
-0.381949224285	0.272727272727
-0.469828012163	0.276363636364
-0.53649467883	0.28
-0.417509289246	0.283636363636
-0.168647408011	0.287272727273
-0.0425552848906	0.290909090909
-0.0455855879209	0.294545454545
-0.03649467883	0.298181818182
-0.0274037697391	0.301818181818
-0.0092219515573	0.305454545455
